"title","tag","serving","ingredients","rating","time","instructions","link"
"Blackberry Apple Pie","Pies And Tarts,Apple,Apple Pie,Blackberry,Lemon Juice,Pie,Pie Dough,Dessert,Fall,Winter,Thanksgiving","Yield: One 9-inch pie","⅔
cup/140 grams granulated sugar
¼
cup/34 grams cornstarch
2
teaspoons apple pie spice or your favorite blend of baking spices
¼
teaspoon fine sea or table salt
12
ounces/340 grams blackberries (about 3 scant cups), cut into halves
3¼
pounds/1½ kilograms tart-sweet apples (about 8 medium), such as Ginger Gold and Honeycrisp, peeled, cored and cut into ½-inch cubes
1½
tablespoons fresh lemon juice
1
full recipe All-Butter Pie Crust, chilled as 3 disks for a double-crust lattice pie

All-purpose flour, for rolling
2
tablespoons cold unsalted butter, cut into small pieces
2
tablespoons heavy cream

Sparkling or other coarse sugar, for sprinkling","338 user ratings","2½ hours, plus cooling","Step 1
In a very large bowl, whisk the granulated sugar, cornstarch, spice and salt. Add the blackberries, apples and lemon juice, and stir until the fruit is evenly coated. Let stand for at least 45 minutes and up to 2 hours for the fruit to get juicy, stirring now and then.
Step 2
If the dough has been refrigerated for more than an hour, let sit at room temperature for 10 minutes first. On a lightly floured surface, use a lightly floured rolling pin to roll the dough for the bottom (250 grams) into a 13½-inch round. Roll the dough up onto the pin, then unroll it over a deep-dish 9- or 9½-inch pie plate, centering it. Gently tuck and press it into the bottom and sides of the plate without stretching the dough, trimming the edges ¼ inch past the rim. Refrigerate until firm and ready to fill.
Step 3
On a lightly floured sheet of parchment paper, roll 1 of the disks for the lattice top into a 12-inch round. Cut a 3-inch-wide strip followed by a 1½-inch-wide strip. Repeat for 5 strips total, 3 thick and 2 thin. Slide the dough on the parchment onto a baking sheet and refrigerate. Repeat with the remaining dough disk, cutting in the same way, then chilling.
Step 4
Set a rack in the lowest position in the oven and heat the oven to 425 degrees. Line a half-sheet pan with parchment paper.
Step 5
Take the pie plate out of the refrigerator. Stir the apple mixture well and scoop half into the raw bottom dough. Spread in an even layer and pack down as firmly as possible to eliminate gaps between the fruit. Scrape in the rest of the filling and all the juices in the bowl, and scatter the cold butter bits evenly over the fruit. Press down on the fruit, tucking in the butter bits so they’re not sitting on top. The fruit will be taller than the pie plate.
Step 6
Take the 2 rounds of dough strips out of the refrigerator. Lay the 5 strips of one round on top of the pie so the strips, alternating thick and thin, are touching but not overlapping and completely cover the filling. Lift and fold back the 3 thick strips at the midsection of the pie, and lay a thick strip from the other round down at an angle. Unfold the thick strips over the angled thick strip, then fold back the alternating 2 thin strips and lay another thin strip down at an angle, as close to the parallel thick strip as possible. Repeat to create a tightly woven lattice that completely covers the pie.
Step 7
Trim the strips so they evenly extend about an inch past the bottom dough. Tuck the strips under the bottom dough so the folded-over dough extends a touch beyond the rim of the pie plate. Crimp the edges of the dough.
Step 8
Brush the cream all over the top of the dough and sprinkle with the sparkling sugar. Place the pie plate on the prepared sheet pan.
Step 9
Bake on the lowest oven rack for 20 minutes, then turn the oven temperature down to 350 degrees. Bake until the crust is golden brown and the fruit juices are thick and bubbling out in gaps in the lattice, about 1 hour 15 minutes. If you slide a metal cake tester or toothpick through one of those gaps, you shouldn’t feel much resistance from the fruit. Cool completely and serve.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023581-blackberry-apple-pie"
"Spiced Pumpkin Cheesecake","Pies And Tarts,Cardamom,Cheesecake,Cream Cheese,Graham Cracker,Ground Cinnamon,Ground Ginger,Ground Turmeric,Make Ahead,Pie,Plan Ahead,Pumpkin Pie,Pumpkin Puree,Sour Cream,Dessert,Fall,Winter,Thanksgiving","Yield: 8 to 12 servings","For the Crust
½
cup/114 grams unsalted butter, melted and cooled, plus more for the pan
2¼
cups/239 grams graham cracker crumbs (from about 15 crackers)
3
tablespoons granulated sugar
1
teaspoon fine sea or table salt
For the Filling
1
(8-ounce/226-gram) block cream cheese, softened
¾
cup/150 grams granulated sugar
1½
teaspoons ground ginger
¾
teaspoon ground cinnamon
¼
teaspoon ground cardamom
½
teaspoon fine sea or table salt
1
(15-ounce/425-gram) can pure pumpkin
2
teaspoons brandy (optional)
2
large eggs, at room temperature
For the Topping
¼
cup/50 grams granulated sugar
¼
teaspoon ground turmeric
1½
cups/342 grams sour cream

Candied ginger, cut into thin slivers or pieces, for garnish","655 user ratings","1½ hours, plus chilling","Step 1
Make the crust: Heat the oven to 350 degrees. Butter a 9- or 9½-inch deep-dish pie plate. Mix the crumbs, sugar and salt in a large bowl (or pulse in a food processor if you’ve ground your own crumbs). Add the butter and mix (or pulse) until the mixture is well blended and feels like wet sand.
Step 2
Dump all of the crumbs into the pie plate and spread in an even layer. Firmly press against the sides, but not over the rim if there is one, to form a ¼-inch-thick edge. Firmly press the rest of the loose crumbs against the bottom. Bake until darker brown and dry and firm to the touch, 12 to 15 minutes. Turn the oven heat down to 325 degrees.
Step 3
While the crust bakes, make the filling: Beat the cream cheese with an electric stand or hand mixer until there are no tiny cream-cheese lumps. Add the sugar, ginger, cinnamon, cardamom and salt, and beat until very smooth, scraping the bowl if needed. Add the pumpkin and brandy (if using), and beat until fully incorporated, then beat in the eggs just until combined. You don’t want to beat the mixture too much once the eggs are added or your filling will balloon and then sink rather than bake evenly.
Step 4
Pour the filling into the crust (it’s OK if it’s hot, warm or cooled) and spread in an even layer. Bake until the edges are set, the entire top looks dry and the very center is just a bit jiggly, 45 to 50 minutes.
Step 5
After the cheesecake goes into the oven, make the topping: Mix the sugar and turmeric in a medium bowl, breaking up any clumps. Add the sour cream and stir gently until evenly tinted gold. Let sit at room temperature until ready to use.
Step 6
Carefully spread the topping over the hot baked filling in an even layer. Return to the oven and bake for 5 minutes. Cool completely on a wire rack, then refrigerate uncovered until cold, at least 2 hours and up to 3 days. (Cover loosely with plastic wrap after 2 hours if you plan to chill it longer.)
Step 7
When ready to serve, decorate the top with the candied ginger.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023580-spiced-pumpkin-cheesecake"
"Caramel Apple Pie","Apple,Corn Syrup,Food Processor,Heavy Cream,Make Ahead,Pie,Dessert,Fall,Winter,Thanksgiving","Yield: One 9-inch pie","For the Crust
⅓
cup/73 grams granulated sugar
1
teaspoon fine sea or table salt
1
teaspoon pure vanilla extract
1⅓
cups/193 grams all-purpose flour
11
tablespoons/154 grams cold unsalted butter, cut into small cubes
For the Filling and Topping
1½
cups/324 grams granulated sugar
2
tablespoons light corn syrup
5
tablespoons/70 grams unsalted butter
1
cup/230 grams heavy cream
½
teaspoon fine sea or table salt
1 to 2
Granny Smith or other tart green apples
¼
lemon","288 user ratings","1 hour, plus cooling and chilling","Step 1
Make the crust: Pulse the sugar, salt and vanilla in a food processor until the sugar is evenly moistened. Add the flour and pulse until well blended. Add the butter and pulse until the mixture resembles coarse crumbs.
Step 2
Pour all the crumbs into a standard 9-inch pie dish. Gently sweep them into an even layer, then press the crumbs against the bottom and sides of the pan, forming a ¼-inch-thick edge. Refrigerate for 30 minutes. (The dough can be covered and refrigerated for up to 3 days before baking.)
Step 3
Arrange a rack in the center of the oven and heat oven to 350 degrees. Use a fork to poke holes in the bottom of the chilled crust, patting back any crumbs that come loose. Bake until the center is pale golden brown and the edges are golden brown, 20 to 23 minutes. The center should feel set but a bit soft. Don’t overbake or the crust will be tough after it cools. Cool completely on a rack.
Step 4
Make the caramel: Pour ¼ cup cold water into a large saucepan. Pour the sugar in the center of the pan (you don’t want any to touch the sides), then pour the corn syrup on top. Bring to a boil over medium heat without touching the mixture. Let it bubble until it turns golden. Swirl the pan so the color evens out and continue cooking until it’s dark amber. Turn off the heat. Immediately and carefully add the butter. The mixture will bubble up. Start whisking and carefully add the cream in a steady stream while whisking, then whisk in the salt.
Step 5
Clip a candy thermometer to the side of the pan. Turn the heat to medium and cook, stirring occasionally with a heatproof spatula, until the mixture is at the soft ball stage (240 degrees), about 8 minutes. If you don’t have a candy thermometer, fill a mug with ice water. After the mixture has boiled for 7 minutes, scoop a small spoonful and immerse it in the ice water. Let it sit for a few seconds to cool, fish it out and pop it in your mouth. It should form a ball and be soft and chewy. If it isn’t, repeat the test in a minute.
Step 6
Turn off the heat and stir just until the bubbles subside. In that minute or two, the caramel will continue to cook; you want it at 245 degrees. At that point, pour it into the cooled pie shell. Tilt the pan if needed to spread it evenly.
Step 7
Let stand at room temperature until firm and cool, or refrigerate to chill and set more quickly. The set caramel tart can be covered and refrigerated for up to 3 days.
Step 8
Up to a few hours before serving, cut an apple into quarters or sixths, then slice out the stem and core. Cut the pieces crosswise into ⅛-inch-thick slices, using a mandoline if you have one, a sharp knife if you don’t. Squeeze a little lemon juice over all the slices, tossing to evenly and barely coat. Shingle the slices in rows on top of the chilled caramel. Slice the other apple if needed to cover the top.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023578-caramel-apple-pie"
"Garlic-Braised Greens and Potatoes","Vegetables,Collard Green,Dutch Oven,Escarole,Garlic,Kale,New Potato,Swiss Chard,Dinner,Main Course,Side Dish,Fall,Winter,Vegan,Vegetarian","Yield: 4 servings","6
tablespoons extra-virgin olive oil
5
garlic cloves, thinly sliced
1
large oregano sprig
1½
pounds collards, kale, Swiss chard or escarole (or any combination), leaves coarsely torn and hearty stems thinly sliced (16 packed cups)

Kosher salt and black pepper
1
pound baby new potatoes, halved
2
tablespoons minced shallot
1
tablespoon lemon juice
¼
cup chopped parsley

Pinch of red-pepper flakes (optional)

Crusty bread, for serving","414 user ratings","40 minutes","Step 1
Heat oven to 350 degrees. In a large Dutch oven, combine ¼ cup of the oil with the garlic and oregano; heat over medium until garlic is fragrant but not browned, about 1 minute. Add a batch of the greens and stems and ½ cup water; season with salt and pepper, and stir until wilted. Add the remaining greens and stems in batches, seasoning with salt and pepper and stirring until wilted before adding the next batch.
Step 2
Once all the greens have been added, stir in the potatoes. Add ½ cup of water and the remaining 2 tablespoons of oil, and bring to a boil. Cover with the lid and bake until greens and potatoes are tender, about 30 minutes. Discard oregano sprig.
Step 3
Add shallot, lemon juice and half of the parsley to the pot, and mix well. Season to taste with salt and pepper. Transfer greens and potatoes to a serving platter and spoon over any sauce remaining in the pot. Garnish with red-pepper flakes (if using) and the remaining parsley. Serve warm or at room temperature, with crusty bread.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023534-garlic-braised-greens-and-potatoes"
"Butternut Squash Lasagna Pie","Basil,Butternut Squash,Coriander Seed,Cumin Seed,Feta,Garlic,Lasagna,Lasagna Noodle,Parmesan,Dinner,Lunch,Main Course,Fall,Vegetarian","Yield: 6 servings","For the Pie

¼ cup olive oil, plus more for greasing the pan
8
garlic cloves, roughly chopped
2
tablespoons tomato paste
1
tablespoon cumin seeds, roughly crushed in a mortar and pestle
1
tablespoon coriander seeds, roughly crushed in a mortar and pestle
2
teaspoons Aleppo chile flakes
1
(12-ounce) jar red peppers, drained
1
teaspoon light brown sugar

Fine sea salt and black pepper
1
small butternut squash (about 1 ¾ pounds), peeled, halved, deseeded and cut into ⅛-inch-thick slices
8
ounces dried lasagna noodles, each roughly broken into 3 or 4 pieces
7
ounces baby spinach (10 lightly packed cups)
1
packed cup basil leaves, torn in halves
1
cup crumbled Greek feta

Heaping ½ cup finely grated Parmesan
For the Béchamel
3
tablespoons unsalted butter

⅓ cup all-purpose flour
1½
cups whole milk, plus more if needed
2
garlic cloves, minced

Fine sea salt
¼
cup finely grated Parmesan","1285 user ratings","2 hours","Step 1
Make the pie: Heat the oven to 400 degrees. Grease a 9-inch springform cake pan then line it with a piece of parchment paper large enough to cover the base and hang over the sides by a couple inches; set aside.
Step 2
Add the oil to a small frying pan and heat over medium-high. Once it’s hot, add the garlic and cook for about 1 minute, stirring until fragrant but not browned. Add the tomato paste, cumin, coriander and chile flakes and cook for 1 minute more, stirring often, until deeply red. Set aside to cool slightly, then add to a small food processor with the red peppers, sugar, ½ teaspoon salt and a good grind of pepper; blitz until smooth.
Step 3
Empty the mixture into a very large bowl and add the squash, lasagna sheets, spinach, basil, feta, Parmesan, 1¼ teaspoons salt and a good grind of pepper. Use your hands to make sure everything is nicely coated. Transfer this mixture to your lined cake pan, adding a third at a time and pressing lightly to ensure everything is even and compact. Using heavy-duty aluminum foil, wrap the cake pan all around until tightly sealed, place on a baking sheet and bake for 1 hour.
Step 4
Toward the last 15 minutes of baking time, make the béchamel: Melt the butter in a medium saucepan over medium-high heat. Whisk in the flour and cook, whisking steadily, for 2 to 3 minutes, or until it starts to smell like popcorn. Slowly pour in the milk ½ cup at a time, whisking with each addition until fully incorporated. Turn the heat down to medium then add the garlic and ¼ teaspoon salt. Use a spatula to stir and cook for 2 minutes, stirring to ensure the bottom doesn’t scorch, until nice and smooth. Off the heat, stir in the Parmesan. If the pie isn’t done, cover the top with a piece of parchment paper to prevent a skin from forming. The béchamel is easier to handle when warm; if needed, reheat gently with a splash of milk to loosen.
Step 5
After the pie has cooked for 1 hour, remove it from the oven and carefully unwrap the top foil and paper, crinkling it down and around the sides of the pan to expose the top. Spoon the béchamel on top, using a spatula to distribute it evenly over the surface. (Take care not to mix it with the base; you want the béchamel to remain white.)
Step 6
Turn the oven temperature up to 450 degrees, place the cake pan back on its baking sheet and bake for another 15 to 20 minutes, rotating halfway through, until nicely browned on top. Set aside to cool for at least 15 minutes.
Step 7
Carefully release the pie from the springform pan, loosening the outer ring then using the parchment to help lift it onto a serving plate or board. Serve warm or at room temperature.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023449-butternut-squash-lasagna-pie"
"Butternut Squash Pasta With Brown-Butter Bread Crumbs","Pastas,Brown Butter,Butternut Squash,Panko,Parmesan,Pasta,Sage,Shallot,Weeknight,Dinner,Main Course,Fall,Winter,Vegetarian","Yield: 4 servings","6
tablespoons unsalted butter
12
fresh sage leaves plus 1 sprig
½
cup panko bread crumbs

Kosher salt and black pepper
2
tablespoons extra-virgin olive oil
1
cup finely chopped shallot (from 2 large shallots)
3
garlic cloves, minced
1½
pounds butternut squash, peeled, seeded and cut into ½-inch cubes (about 4 cups)
1
pound rotini or fusilli pasta
1
tablespoon lemon juice

Pinch of red-pepper flakes (optional)
½
cup freshly grated Parmigiano-Reggiano, plus more for garnish","697 user ratings","40 minutes","Step 1
Bring a large pot of water to a boil over high heat.
Step 2
While the water comes to a boil, in a large nonstick skillet, melt butter over medium heat. Add sage leaves and sprig, and cook, swirling pan occasionally, until butter browns and sage leaves are lightly golden around the edges, about 3 minutes. Transfer sage leaves to a paper-towel-lined plate and discard the sprig. (The leaves will crisp up as they cool.) Scrape the browned butter into a small bowl.
Step 3
Return 2 tablespoons of the browned butter to the skillet over medium. Add bread crumbs, season with salt and pepper, and cook, stirring constantly, until golden and crispy, 1 to 2 minutes. Transfer to the paper-towel-lined plate.
Step 4
Wipe out skillet and add oil and shallot. Cook, stirring occasionally, until lightly golden, about 5 minutes. Stir in garlic and the remaining reserved browned butter until well combined, then transfer to a small bowl.
Step 5
Once the pot of water comes to a boil, season with salt and add squash. Cook for 5 minutes; add pasta and cook until squash is tender and pasta is al dente, 7 to 8 minutes longer. Reserve 1½ cups of the pasta water, then drain.
Step 6
Return cooked pasta and squash to the pot and add 1 cup of the reserved pasta water and the shallot mixture. Heat over medium, stirring vigorously until well blended and some of the squash mashes into the sauce, 1 to 2 minutes. Add more pasta water to taste, if a glossier consistency is desired. Turn off heat and stir in the lemon juice, red-pepper flakes (if using) and ½ cup cheese; season with salt and pepper.
Step 7
Divide pasta among bowls and top each with some of the brown-butter bread crumbs and crispy sage leaves. Garnish with more cheese.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023528-butternut-squash-pasta-with-brown-butter-bread-crumbs"
"Harissa-Roasted Sweet Potatoes and Red Onion","Harissa,Red Onion,Salad,Sheet Pan,Sweet Potato,Dinner,Easy,Quick,Weeknight,Main Course,Side Dish,Fall,Winter,Vegetarian,Thanksgiving","Yield: 4 servings","3
medium sweet potatoes, washed and trimmed, (about 1½ pounds)
3
medium red onions, peeled and trimmed (about 1 pound)
2
tablespoons extra-virgin olive oil
2
tablespoons harissa paste, plus more for serving
1
teaspoon ground cumin

Kosher salt and black pepper
½
lemon
3
ounces feta, crumbled (optional)

Handful of cilantro or mint leaves","556 user ratings","35 minutes","Step 1
Heat oven to 425 degrees. Cut each sweet potato in half lengthwise, then in half again (you should have 4 segments), then slice each segment into 3 or 4 wedges, so they are about ½ inch thick. Place them on a sheet pan.
Step 2
Cut the red onion in half and slice into ½-inch-thick pieces, similar in size to the sweet potato. Place on the sheet pan with the sweet potato.
Step 3
Drizzle with olive oil and add the harissa paste, cumin, 1 teaspoon of salt and a few pinches of black pepper. Using a large spoon (or clean hands), toss everything together until the sweet potatoes and onions are well coated, arranging everything in a single layer.
Step 4
Place in the oven and roast for 10 minutes. Remove the sheet pan from the oven, carefully toss and return to the oven for 15 to 18 minutes, until the sweet potato is tender and crispy around the edges.
Step 5
To serve, squeeze over the juice from the lemon half. Taste and season with more salt and black pepper, if needed. Top with the feta, if using, a dollop of harissa and finish with a handful of cilantro or mint leaves.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023541-harissa-roasted-sweet-potatoes-and-red-onion"
"Miso Gravy-Smothered Green Beans","Vegetables,Broth,Green Bean,Miso,Dinner,Weeknight,Side Dish,Fall,Winter,Thanksgiving","Yield: 4 servings","3
tablespoons unsalted butter
3
tablespoons all-purpose flour
½
cup finely chopped shallot (about 1 large shallot)
2
garlic cloves, minced
2
cups low-sodium chicken or vegetable broth
2
tablespoons white miso paste
1
pound green beans, trimmed

Kosher salt and black pepper
2
tablespoons sour cream
1
tablespoon lemon juice

Store-bought fried shallots or onions, or chopped toasted nuts (optional)","265 user ratings","25 minutes","Step 1
In a deep, medium skillet with a lid, melt butter over medium heat. Add flour and cook, stirring constantly, until mixture is well blended, about 1 minute. Add shallot and garlic, and cook, stirring constantly, until softened and roux is lightly golden, 3 minutes. Add broth and miso, and mash the miso until well incorporated.
Step 2
Add green beans, season with salt and pepper, and mix well. Bring to a boil over high heat, cover and reduce heat to medium-low. Cook until beans are very tender, about 10 minutes.
Step 3
Uncover, increase heat to medium and cook green beans, stirring occasionally, until gravy is thickened and coats the beans, 8 to 10 minutes longer.
Step 4
Turn off heat, stir in sour cream and lemon juice, and season with salt and pepper.
Step 5
Transfer beans to a large serving platter. Spoon the miso gravy on top and sprinkle with fried shallots or onions, or chopped nuts, if desired. Serve warm.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023535-miso-gravy-smothered-green-beans"
"Miso-Butter Roasted Broccoli","Vegetables,Broccoli,Lime Juice,Miso,Sheet Pan,Dinner,Easy,Quick,Weeknight,Side Dish,Vegetarian","Yield: 4 servings","1
large head broccoli (about 1 to 1 ¼ pounds), florets and tender stems cut into bite-size pieces (6 to 8 cups)
2
tablespoons olive oil

Kosher salt
1
tablespoon unsalted butter or ghee, at room temperature
2
teaspoons white miso
1
lime, halved","620 user ratings","20 minutes","Step 1
Heat the oven to 425 degrees.
Step 2
Add the broccoli to a large sheet pan, along with any tiny stray pieces from the cutting board (they will get crunchy and browned). Drizzle with the olive oil, season with ¼ teaspoon salt and toss to coat. Spread out the broccoli and roast until the underside is charred and the thickest stalks are easily pierced with a fork, about 15 minutes.
Step 3
Meanwhile, in a small bowl, use a fork to mash the butter and miso together. (The mixture doesn’t need to be perfectly uniform.) Add the mixture to the roasted broccoli, then squeeze half the lime juice over it and stir it all together, scraping up any brown bits on the bottom of the sheet pan. Season as needed with salt and the remaining lime juice. Serve warm or at room temperature.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023496-miso-butter-roasted-broccoli"
"Roasted Cauliflower With Sweet Chermoula and Yogurt","Vegetables,Cauliflower,Cilantro,Greek Yogurt,Ground Cumin,Honey,Sweet Paprika,Dinner,Easy,Weeknight,Main Course,Side Dish,Vegetarian","Yield: 4 servings","For the Sweet Chermoula
4
tablespoons olive oil, plus more for serving
3
tablespoons honey
3
garlic cloves, peeled and grated or smashed into a paste
3
tablespoons lemon juice
1
cup finely chopped cilantro
3
teaspoons sweet paprika
2
teaspoons ground cumin
1
teaspoon fine salt, or more to taste
For the Cauliflower
1
medium cauliflower, cut into florets (about 4 cups)
1
cup plain Greek yogurt, for serving
1
tablespoon toasted sliced almonds, for serving

Handful of cilantro leaves, for serving","241 user ratings","45 minutes","Step 1
Heat the oven to 400 degrees.
Step 2
Make the sweet chermoula: To a large mixing bowl add the olive oil, honey, garlic, lemon juice, cilantro, paprika, cumin, salt and a tablespoon of water, and stir together until they are well combined.
Step 3
Add the cauliflower florets to the bowl and use your hands or two large spoons to mix them with the chermoula, making sure that each floret is properly coated. Set aside any leftover sweet chermoula for serving.
Step 4
Place the cauliflower florets on a parchment- or aluminum foil-lined or nonstick sheet pan. Transfer to the oven and roast for 25 to 35 minutes until the florets are tender and lightly charred.
Step 5
To serve, spread the yogurt on a large plate and arrange the cauliflower on top. Top with the remaining chermoula. Drizzle everything with olive oil, and scatter with cilantro leaves and sliced almonds.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023540-roasted-cauliflower-with-sweet-chermoula-and-yogurt"
"Tostadas Campechanas de Mariscos (Seafood Tostadas)","Mexican,Seafood,Chile,Clam,Lime Juice,Mussel,Scallop,Shrimp,Tostada,Tuna,Dinner,Lunch,Quick,Appetizer,Main Course","Yield: 6 tostadas","¾
cup fresh lime juice (from 5 to 6 limes)
½
teaspoon finely grated lime zest
1½
teaspoons kosher salt (such as Diamond Crystal)
1½
pounds raw or cooked seafood (such as clams, mussels, scallops, shrimp and/or tuna) or cooked octopus, or a combination, cut into bite-size pieces, as necessary
¼
large red onion, thinly sliced
2
medium radishes, thinly sliced
3 to 6
chiltepine chiles (see Note), finely ground (or ¼ to ½ teaspoon cayenne)
2
medium avocados, peeled, seeded and thinly sliced
6
tostadas de maíz (6-inch fried or toasted corn tortillas)
3
tablespoons chopped fresh cilantro leaves and tender stems

Salsa macha, for serving","58 user ratings","20 minutes","Step 1
Ten minutes before you are ready to serve, whisk together lime juice, lime zest and salt in a large bowl until salt has dissolved. Add seafood, onion, radishes and chiles, and toss to combine and evenly coat. Let sit for 5 minutes before building the tostadas.
Step 2
Meanwhile, arrange avocado on each of the tops of the tostadas. Add cilantro to the seafood mixture and toss to combine. Use a slotted spoon to pile the seafood over the avocado. Drizzle with salsa macha and serve.
Chiltepines are sometimes labeled as tepín chiles in some markets.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023510-tostadas-campechanas-de-mariscos-seafood-tostadas"
"Empanadas de Chipilín","Mexican,Black Bean,Cornmeal,Cotija,Kale,Queso Fresco,Refried Bean,Spinach,Swiss Chard,Dinner,Lunch,Snack,Appetizer,Main Course","Yield: 10 empanadas","1
pound medium- or fine-grind fresh corn masa for tortillas (or 1½ cups masa harina, see Tip)
⅓
cup chopped fresh chipilín or mature spinach, swiss chard or Tuscan kale
1
teaspoon kosher salt (such as Diamond Crystal)
1¼
cups refried black beans, preferably homemade
2
ounces queso Cotija or queso fresco, crumbled, plus more for serving
3
cups vegetable oil, for frying

Crema and pico de gallo, for serving","37 user ratings","45 minutes, plus 30 minutes’ resting","Step 1
In a large bowl, knead the masa, chipilín, salt and 2 tablespoons water with your hands until the ingredients are well incorporated and the mixture is soft and pliable but doesn’t stick to your hands, 3 to 5 minutes. If it’s still dry or crumbly or if it sticks to your hands, add another tablespoon or 2 of water and continue to mix. Cover the bowl with plastic wrap, and let the masa rest for 30 minutes.
Step 2
Cut and remove the zip-top from a 1-gallon freezer bag. Cut the sides of the bag, so that you have 2 square pieces of plastic. If you have a tortilla press, use it here and trim the sides of the bag to fit the flat surface of the press.
Step 3
Divide the dough into 10 balls about (1½ inch in diameter and about 50 grams apiece). Arrange on a sheet pan and keep covered with a damp kitchen towel while you press and fill the empanadas.
Step 4
Fill a Dutch oven or other heavy deep pot with oil so that it comes up about ¾ inch up the sides. Heat on high until the oil reaches a temperature of 400 degrees. (You may need to adjust the heat to maintain the temperature as you fry the empanadas.)
Step 5
Line the tortilla press, if using, with the cut plastic (or use a smooth, flat-bottomed skillet), and working with a ball at a time, press each portion of masa into a 6½-inch round and remove the top sheet of plastic. Arrange 2 tablespoons of beans (if using canned, use heaping tablespoons to use the whole can) in a line down the center of the masa, leaving about ½ inch of space between the edge of the masa and the filling. Top with a teaspoon of queso. Using the bottom piece of plastic to help you, fold the plastic in half so that the two sides of the masa close over the filling. Pinch the plastic just outside of where the edges of the masa come together to seal the empanada. Peel off the plastic and transfer empanada to a sheet pan. Repeat with remaining masa and filling.
Step 6
Using a metal spatula, lower a single empanada into the hot oil. Spoon hot oil over the top for about 15 seconds, to seal the top side. Continue cooking until the empanada is golden brown and crispy, about 90 seconds per side. Transfer to a wire rack and repeat with the remaining empanadas.
Step 7
Top warm empanadas with a drizzle of crema and a sprinkle of queso. Serve with pico de gallo alongside.
If you can’t find fresh masa, you can substitute masa harina, prepared per the manufacturer’s directions.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023501-empanadas-de-chipilin"
